ID,Covey_Num,Band_Num,Sex,Age,BirdX,BirdY,DateTime,HuntDay,Treatment_Sp,Treatment,Treatment_Year,Step_Length,HW_Dist,SS_Dist
4,30,16-000246,M,J,398475,3650418,12/11/16 13:21,Rabbit,2W,2,0,26.62705391,0,27.71647644
4,30,16-000246,M,J,398497,3650433,12/11/16 13:51,Rabbit,2W,2,0,31.38470965,0,20.65864182
4,30,16-000246,M,J,398468,3650421,12/11/16 14:21,Quail,2W,2,0,11.40175425,0,18.4776516
4,30,16-000246,M,J,398475,3650412,12/11/16 14:51,Quail,2W,2,0,8.94427191,0,27.71647644
4,30,16-000246,M,J,398483,3650416,12/11/16 15:21,Quail,2W,2,0,19.84943324,0,20.65864182
4,30,16-000246,M,J,398468,3650429,12/11/16 15:51,Quail,2W,2,0,32.06243908,0,18.4776516
4,30,16-000246,M,J,398436,3650431,12/11/16 16:21,Quail,2W,2,0,68.68041933,10,9.238825798
4,30,16-000246,M,J,398502,3650412,12/11/16 16:51,Quail,2W,2,0,63.56099433,22.36067963,0
4,30,16-000246,M,J,398440,3650398,12/11/16 17:21,Quail,2W,2,0,28.16025568,0,13.06567287
4,30,16-000246,M,J,398448,3650371,12/11/16 17:51,Quail,2W,2,0,NA,0,9.238825798
5,37,16-000093,M,J,397537,3646647,12/10/16 7:07,Rabbit,3W,3,0,10.19803903,0,13.06567287
5,37,16-000093,M,J,397539,3646657,12/10/16 7:37,Rabbit,3W,3,0,21.9317122,0,0
5,37,16-000093,M,J,397554,3646673,12/10/16 8:07,Rabbit,3W,3,0,74.24284477,0,9.238825798
5,37,16-000093,M,J,397548,3646599,12/10/16 8:37,Rabbit,3W,3,0,101.5529419,0,33.31106186
5,37,16-000093,M,J,397640,3646642,12/10/16 9:07,Rabbit,3W,3,0,151.6377262,56.56854248,0
5,37,16-000093,M,J,397575,3646505,12/10/16 9:37,Rabbit,3W,3,0,129.8345101,28.28427124,9.238825798
5,37,16-000093,M,J,397659,3646604,12/10/16 10:07,Rabbit,3W,3,0,44.94441011,50,13.06567287
5,37,16-000093,M,J,397621,3646580,12/10/16 10:37,Rabbit,3W,3,0,80.02499609,10,9.238825798
5,37,16-000093,M,J,397619,3646500,12/10/16 11:07,Rabbit,3W,3,0,46.27094121,20,0
5,37,16-000093,M,J,397573,3646495,12/10/16 11:37,Rabbit,3W,3,0,112.0714058,36.05551147,0
5,37,16-000093,M,J,397685,3646491,12/10/16 12:07,Rabbit,3W,3,0,44.55333882,0,38.09265518
5,37,16-000093,M,J,397641,3646498,12/10/16 12:37,Rabbit,3W,3,0,90.44335244,14.14213562,9.238825798
5,37,16-000093,M,J,397555,3646526,12/10/16 13:07,Rabbit,3W,3,0,70.21395873,28.28427124,0
5,37,16-000093,M,J,397618,3646495,12/10/16 13:37,Quail,3W,3,0,79.0569415,20,9.238825798
5,37,16-000093,M,J,397539,3646492,12/10/16 14:07,Quail,3W,3,0,33.24154028,31.62277603,13.06567287
5,37,16-000093,M,J,397535,3646525,12/10/16 14:37,Quail,3W,3,0,219.9204402,36.05551147,9.238825798
5,37,16-000093,M,J,397753,3646554,12/10/16 15:07,Quail,3W,3,0,36.87817783,22.36067963,18.4776516
5,37,16-000093,M,J,397745,3646518,12/10/16 15:37,Quail,3W,3,0,27.73084925,0,9.238825798
5,37,16-000093,M,J,397733,3646543,12/10/16 16:07,Quail,3W,3,0,191.637679,10,13.06567287
5,37,16-000093,M,J,397566,3646637,12/10/16 16:37,Quail,3W,3,0,51.86520992,0,20.65864182
